Area,Type,Date,Real GDP (Legacy),Real Personal Income per Capita
"Jefferson City, MO",MSA,2021-12-31,7281.134,46488.6
"Jefferson City, MO",MSA,2022-12-31,,44756.4
"Johnson City, TN",MSA,2001-12-31,5266.903,30846.6
"Johnson City, TN",MSA,2002-12-31,5385.484,31037.1
"Johnson City, TN",MSA,2003-12-31,5648.678,31353.1
"Johnson City, TN",MSA,2004-12-31,6043.321,32910.1
"Johnson City, TN",MSA,2005-12-31,6220.853,32704.2
"Johnson City, TN",MSA,2006-12-31,6325.607,33230.6
"Johnson City, TN",MSA,2007-12-31,6406.213,34163.3
"Johnson City, TN",MSA,2008-12-31,6590.637,34525.3
"Johnson City, TN",MSA,2009-12-31,6352.803,34556.6
"Johnson City, TN",MSA,2010-12-31,6204.657,35262.6
"Johnson City, TN",MSA,2011-12-31,6431.513,36394.9
"Johnson City, TN",MSA,2012-12-31,6563.754,36524.1
"Johnson City, TN",MSA,2013-12-31,6460.625,35758.5
"Johnson City, TN",MSA,2014-12-31,6348.191,36013.1
"Johnson City, TN",MSA,2015-12-31,6603.533,37364.1
"Johnson City, TN",MSA,2016-12-31,6401.569,37260.0
"Johnson City, TN",MSA,2017-12-31,6602.709,37834.4
"Johnson City, TN",MSA,2018-12-31,6671.17,38416.8
"Johnson City, TN",MSA,2019-12-31,6862.142,39958.7
"Johnson City, TN",MSA,2020-12-31,6925.881,42316.4
"Johnson City, TN",MSA,2021-12-31,7508.743,44425.5
"Johnson City, TN",MSA,2022-12-31,,42207.4
"Johnstown, PA",MSA,2001-12-31,4476.701,32690.9
"Johnstown, PA",MSA,2002-12-31,4443.25,33029.1
"Johnstown, PA",MSA,2003-12-31,4509.546,33597.8
"Johnstown, PA",MSA,2004-12-31,4569.494,33938.0
"Johnstown, PA",MSA,2005-12-31,4650.29,34128.8
"Johnstown, PA",MSA,2006-12-31,4569.506,34474.6
"Johnstown, PA",MSA,2007-12-31,4596.133,35637.8
"Johnstown, PA",MSA,2008-12-31,4716.514,36493.5
"Johnstown, PA",MSA,2009-12-31,4616.415,36579.0
"Johnstown, PA",MSA,2010-12-31,4723.667,36047.9
"Johnstown, PA",MSA,2011-12-31,4739.352,37687.0
"Johnstown, PA",MSA,2012-12-31,4703.652,37388.8
"Johnstown, PA",MSA,2013-12-31,4584.581,37282.5
"Johnstown, PA",MSA,2014-12-31,4568.03,37828.5
"Johnstown, PA",MSA,2015-12-31,4441.11,38717.5
"Johnstown, PA",MSA,2016-12-31,4359.832,38694.7
"Johnstown, PA",MSA,2017-12-31,4378.532,38942.9
"Johnstown, PA",MSA,2018-12-31,4372.775,40580.1
"Johnstown, PA",MSA,2019-12-31,4341.581,41356.8
"Johnstown, PA",MSA,2020-12-31,4255.505,44201.6
"Johnstown, PA",MSA,2021-12-31,4274.754,44917.5
"Johnstown, PA",MSA,2022-12-31,,41338.9
"Jonesboro, AR",MSA,2001-12-31,3350.372,29223.7
"Jonesboro, AR",MSA,2002-12-31,3492.029,29494.7
"Jonesboro, AR",MSA,2003-12-31,3784.064,31446.8
"Jonesboro, AR",MSA,2004-12-31,3959.064,31456.0
"Jonesboro, AR",MSA,2005-12-31,4115.042,31133.4
"Jonesboro, AR",MSA,2006-12-31,4174.35,31138.0
"Jonesboro, AR",MSA,2007-12-31,3974.453,31651.6
"Jonesboro, AR",MSA,2008-12-31,4039.9,32029.6
"Jonesboro, AR",MSA,2009-12-31,4032.595,32080.1
"Jonesboro, AR",MSA,2010-12-31,4233.356,32995.4
"Jonesboro, AR",MSA,2011-12-31,4334.127,34075.4
"Jonesboro, AR",MSA,2012-12-31,4307.485,34591.1
"Jonesboro, AR",MSA,2013-12-31,4456.455,34680.0
"Jonesboro, AR",MSA,2014-12-31,4333.597,34739.9
"Jonesboro, AR",MSA,2015-12-31,4396.757,35000.4
"Jonesboro, AR",MSA,2016-12-31,4428.177,35250.3
"Jonesboro, AR",MSA,2017-12-31,4605.551,35424.9
"Jonesboro, AR",MSA,2018-12-31,4715.451,35432.5
"Jonesboro, AR",MSA,2019-12-31,4882.703,36602.5
"Jonesboro, AR",MSA,2020-12-31,4975.359,39923.6
"Jonesboro, AR",MSA,2021-12-31,5244.289,42341.0
"Jonesboro, AR",MSA,2022-12-31,,39413.6
"Joplin, MO",MSA,2001-12-31,6040.37,32399.1
"Joplin, MO",MSA,2002-12-31,6074.845,32364.4
"Joplin, MO",MSA,2003-12-31,6168.271,32320.4
"Joplin, MO",MSA,2004-12-31,6402.068,33272.4
"Joplin, MO",MSA,2005-12-31,6548.905,32607.8
"Joplin, MO",MSA,2006-12-31,6592.646,32877.5
"Joplin, MO",MSA,2007-12-31,6537.185,33176.3
"Joplin, MO",MSA,2008-12-31,6720.874,34311.7
"Joplin, MO",MSA,2009-12-31,6438.266,34186.6
"Joplin, MO",MSA,2010-12-31,6573.216,33953.9
"Joplin, MO",MSA,2011-12-31,6623.015,35465.1
"Joplin, MO",MSA,2012-12-31,6602.331,36354.6
"Joplin, MO",MSA,2013-12-31,6690.278,35277.1
"Joplin, MO",MSA,2014-12-31,6707.476,35875.8
"Joplin, MO",MSA,2015-12-31,6982.016,37210.8
"Joplin, MO",MSA,2016-12-31,6907.164,37429.9
"Joplin, MO",MSA,2017-12-31,6946.497,37696.3
"Joplin, MO",MSA,2018-12-31,7054.13,38688.3
"Joplin, MO",MSA,2019-12-31,6939.929,38085.0
"Joplin, MO",MSA,2020-12-31,6603.336,39444.9
"Joplin, MO",MSA,2021-12-31,6856.285,40265.3
"Joplin, MO",MSA,2022-12-31,,38693.2
"Kahului-Wailuku-Lahaina, HI",MSA,2001-12-31,5878.213,35059.7
"Kahului-Wailuku-Lahaina, HI",MSA,2002-12-31,6100.388,36019.2
"Kahului-Wailuku-Lahaina, HI",MSA,2003-12-31,6514.571,36704.2
"Kahului-Wailuku-Lahaina, HI",MSA,2004-12-31,6960.658,38086.5
"Kahului-Wailuku-Lahaina, HI",MSA,2005-12-31,7583.071,39214.1
"Kahului-Wailuku-Lahaina, HI",MSA,2006-12-31,8120.956,40405.9
"Kahului-Wailuku-Lahaina, HI",MSA,2007-12-31,8258.742,41337.1
"Kahului-Wailuku-Lahaina, HI",MSA,2008-12-31,7827.998,41228.1
"Kahului-Wailuku-Lahaina, HI",MSA,2009-12-31,7045.222,38640.1
"Kahului-Wailuku-Lahaina, HI",MSA,2010-12-31,7242.277,39036.5
"Kahului-Wailuku-Lahaina, HI",MSA,2011-12-31,7346.348,39564.0
"Kahului-Wailuku-Lahaina, HI",MSA,2012-12-31,7612.076,40956.0
"Kahului-Wailuku-Lahaina, HI",MSA,2013-12-31,7800.068,40412.3
"Kahului-Wailuku-Lahaina, HI",MSA,2014-12-31,7829.304,41565.3
"Kahului-Wailuku-Lahaina, HI",MSA,2015-12-31,8255.858,43666.3
"Kahului-Wailuku-Lahaina, HI",MSA,2016-12-31,8518.874,44633.9
"Kahului-Wailuku-Lahaina, HI",MSA,2017-12-31,8642.183,46020.1
"Kahului-Wailuku-Lahaina, HI",MSA,2018-12-31,9102.935,46642.6
"Kahului-Wailuku-Lahaina, HI",MSA,2019-12-31,9209.126,49513.5
"Kahului-Wailuku-Lahaina, HI",MSA,2020-12-31,7347.821,50578.6
"Kahului-Wailuku-Lahaina, HI",MSA,2021-12-31,8340.31,55308.3
"Kahului-Wailuku-Lahaina, HI",MSA,2022-12-31,,52029.7
"Kalamazoo-Portage, MI",MSA,2001-12-31,10741.498,40167.1
"Kalamazoo-Portage, MI",MSA,2002-12-31,11413.048,40105.8
"Kalamazoo-Portage, MI",MSA,2003-12-31,11233.268,39871.0
"Kalamazoo-Portage, MI",MSA,2004-12-31,11399.414,39775.0
"Kalamazoo-Portage, MI",MSA,2005-12-31,11307.608,39248.2
"Kalamazoo-Portage, MI",MSA,2006-12-31,11233.116,40020.2
"Kalamazoo-Portage, MI",MSA,2007-12-31,11461.24,40092.8
"Kalamazoo-Portage, MI",MSA,2008-12-31,11079.324,41338.5
"Kalamazoo-Portage, MI",MSA,2009-12-31,10783.593,40438.7
"Kalamazoo-Portage, MI",MSA,2010-12-31,10952.23,40423.1
"Kalamazoo-Portage, MI",MSA,2011-12-31,10915.911,41761.4
"Kalamazoo-Portage, MI",MSA,2012-12-31,11019.195,42207.1
"Kalamazoo-Portage, MI",MSA,2013-12-31,11137.269,42394.0
"Kalamazoo-Portage, MI",MSA,2014-12-31,11056.568,42790.5
"Kalamazoo-Portage, MI",MSA,2015-12-31,11395.603,45192.1
"Kalamazoo-Portage, MI",MSA,2016-12-31,11784.909,46263.0
"Kalamazoo-Portage, MI",MSA,2017-12-31,12348.523,46429.6
"Kalamazoo-Portage, MI",MSA,2018-12-31,12626.228,47376.3
"Kalamazoo-Portage, MI",MSA,2019-12-31,12781.868,48432.1
"Kalamazoo-Portage, MI",MSA,2020-12-31,12332.481,52389.8
"Kalamazoo-Portage, MI",MSA,2021-12-31,13094.094,53937.1
"Kalamazoo-Portage, MI",MSA,2022-12-31,,51377.2
"Kankakee, IL",MSA,2001-12-31,3580.152,34796.5
"Kankakee, IL",MSA,2002-12-31,3695.775,35141.1
"Kankakee, IL",MSA,2003-12-31,3733.035,35035.1
"Kankakee, IL",MSA,2004-12-31,3813.823,34935.7
"Kankakee, IL",MSA,2005-12-31,3787.656,35020.8
"Kankakee, IL",MSA,2006-12-31,3921.613,35492.8
"Kankakee, IL",MSA,2007-12-31,3934.777,36154.6
"Kankakee, IL",MSA,2008-12-31,4049.852,36663.4
"Kankakee, IL",MSA,2009-12-31,4081.705,36049.2
"Kankakee, IL",MSA,2010-12-31,4120.493,36198.0
"Kankakee, IL",MSA,2011-12-31,4134.594,36401.6
"Kankakee, IL",MSA,2012-12-31,4407.159,36401.3
"Kankakee, IL",MSA,2013-12-31,4316.841,37272.0
"Kankakee, IL",MSA,2014-12-31,4497.116,37223.2
"Kankakee, IL",MSA,2015-12-31,4582.537,38445.3
"Kankakee, IL",MSA,2016-12-31,4966.51,39127.7
"Kankakee, IL",MSA,2017-12-31,5444.636,39567.9
"Kankakee, IL",MSA,2018-12-31,5672.933,40574.8
"Kankakee, IL",MSA,2019-12-31,5801.776,41667.5
"Kankakee, IL",MSA,2020-12-31,5622.995,45317.3
"Kankakee, IL",MSA,2021-12-31,5884.61,47423.1
"Kankakee, IL",MSA,2022-12-31,,43990.8
Kansas,State,2001-12-31,114327.7,38574.6
Kansas,State,2002-12-31,116195.0,38298.8
Kansas,State,2003-12-31,118192.5,38550.9
Kansas,State,2004-12-31,119391.6,38518.4
Kansas,State,2005-12-31,123949.8,39378.4
Kansas,State,2006-12-31,130364.5,41936.7
Kansas,State,2007-12-31,137093.6,43585.7
Kansas,State,2008-12-31,139536.8,46046.6
Kansas,State,2009-12-31,134227.0,44289.4
Kansas,State,2010-12-31,135723.2,43995.2
Kansas,State,2011-12-31,139579.4,46215.4
Kansas,State,2012-12-31,141818.2,47510.5
Kansas,State,2013-12-31,141723.4,47682.0
Kansas,State,2014-12-31,145344.1,47662.3
Kansas,State,2015-12-31,148810.5,47891.1
Kansas,State,2016-12-31,153695.3,47533.3
Kansas,State,2017-12-31,155514.7,48271.8
Kansas,State,2018-12-31,158734.4,49274.2
Kansas,State,2019-12-31,159826.2,50357.4
Kansas,State,2020-12-31,158348.3,52602.6
Kansas,State,2021-12-31,162290.9,53732.5
Kansas,State,2022-12-31,,52070.8
"Kansas City, MO-KS",MSA,2001-12-31,92174.08,42343.5
"Kansas City, MO-KS",MSA,2002-12-31,94866.866,42335.2
"Kansas City, MO-KS",MSA,2003-12-31,96394.547,42039.6
"Kansas City, MO-KS",MSA,2004-12-31,98560.268,41844.6
"Kansas City, MO-KS",MSA,2005-12-31,101599.258,42264.0
"Kansas City, MO-KS",MSA,2006-12-31,104959.932,44684.0
"Kansas City, MO-KS",MSA,2007-12-31,107940.455,46151.6
"Kansas City, MO-KS",MSA,2008-12-31,110527.715,47758.0
"Kansas City, MO-KS",MSA,2009-12-31,106750.71,46533.3
"Kansas City, MO-KS",MSA,2010-12-31,106378.083,45707.1
"Kansas City, MO-KS",MSA,2011-12-31,106482.329,46612.7
"Kansas City, MO-KS",MSA,2012-12-31,110105.218,48178.2
"Kansas City, MO-KS",MSA,2013-12-31,111477.029,47987.8
"Kansas City, MO-KS",MSA,2014-12-31,114542.734,48531.4
"Kansas City, MO-KS",MSA,2015-12-31,118233.817,50504.6
"Kansas City, MO-KS",MSA,2016-12-31,118349.909,50463.2
"Kansas City, MO-KS",MSA,2017-12-31,121387.363,51102.8
"Kansas City, MO-KS",MSA,2018-12-31,124011.804,51739.1
"Kansas City, MO-KS",MSA,2019-12-31,127199.676,52698.5
"Kansas City, MO-KS",MSA,2020-12-31,124788.001,54883.6
"Kansas City, MO-KS",MSA,2021-12-31,130198.902,55696.3
"Kansas City, MO-KS",MSA,2022-12-31,,54650.0
"Kennewick-Richland, WA",MSA,2001-12-31,9017.113,35688.3
"Kennewick-Richland, WA",MSA,2002-12-31,9670.186,36092.7
"Kennewick-Richland, WA",MSA,2003-12-31,9731.236,36749.1
"Kennewick-Richland, WA",MSA,2004-12-31,9944.704,37038.5
"Kennewick-Richland, WA",MSA,2005-12-31,10493.671,36478.5
"Kennewick-Richland, WA",MSA,2006-12-31,10832.473,35896.1
"Kennewick-Richland, WA",MSA,2007-12-31,10907.915,37842.6
"Kennewick-Richland, WA",MSA,2008-12-31,11197.125,38935.8
"Kennewick-Richland, WA",MSA,2009-12-31,11696.452,40163.0
"Kennewick-Richland, WA",MSA,2010-12-31,12904.47,41494.7
"Kennewick-Richland, WA",MSA,2011-12-31,12707.594,42007.5
"Kennewick-Richland, WA",MSA,2012-12-31,12188.947,40082.4
"Kennewick-Richland, WA",MSA,2013-12-31,12173.639,39018.6
"Kennewick-Richland, WA",MSA,2014-12-31,12432.082,39424.4
"Kennewick-Richland, WA",MSA,2015-12-31,13029.972,41726.8
"Kennewick-Richland, WA",MSA,2016-12-31,13586.656,41971.2
"Kennewick-Richland, WA",MSA,2017-12-31,13733.92,41805.8
"Kennewick-Richland, WA",MSA,2018-12-31,14114.37,41782.1
"Kennewick-Richland, WA",MSA,2019-12-31,14672.226,43531.6
"Kennewick-Richland, WA",MSA,2020-12-31,14301.122,45965.3
"Kennewick-Richland, WA",MSA,2021-12-31,14718.403,47850.8
"Kennewick-Richland, WA",MSA,2022-12-31,,44637.7
Kentucky,State,2001-12-31,151834.3,33948.7
Kentucky,State,2002-12-31,155643.9,34149.0
Kentucky,State,2003-12-31,159990.8,34226.8
Kentucky,State,2004-12-31,164650.2,35113.0
Kentucky,State,2005-12-31,171180.3,35437.7
Kentucky,State,2006-12-31,175657.7,36091.6
Kentucky,State,2007-12-31,174407.3,36405.2
Kentucky,State,2008-12-31,173810.1,36817.8
Kentucky,State,2009-12-31,166704.2,36209.4
Kentucky,State,2010-12-31,173780.1,36665.4
Kentucky,State,2011-12-31,175745.3,37291.1
Kentucky,State,2012-12-31,178143.7,37691.7
Kentucky,State,2013-12-31,181505.9,37334.4
Kentucky,State,2014-12-31,181471.8,38329.5
Kentucky,State,2015-12-31,182916.0,39844.2
Kentucky,State,2016-12-31,184115.0,40007.1
Kentucky,State,2017-12-31,185920.6,40403.8
Kentucky,State,2018-12-31,187926.6,40822.9
Kentucky,State,2019-12-31,192971.9,41970.0
Kentucky,State,2020-12-31,188396.3,44943.0
Kentucky,State,2021-12-31,197818.3,47302.9
Kentucky,State,2022-12-31,,44742.8
"Killeen-Temple, TX",MSA,2001-12-31,11097.949,33075.2
"Killeen-Temple, TX",MSA,2002-12-31,11532.178,34504.2
"Killeen-Temple, TX",MSA,2003-12-31,12073.847,36180.2
"Killeen-Temple, TX",MSA,2004-12-31,12601.413,36434.8
"Killeen-Temple, TX",MSA,2005-12-31,13585.239,38013.7
"Killeen-Temple, TX",MSA,2006-12-31,14769.932,39830.1
"Killeen-Temple, TX",MSA,2007-12-31,15388.984,40961.4
"Killeen-Temple, TX",MSA,2008-12-31,16273.409,42124.7
"Killeen-Temple, TX",MSA,2009-12-31,16390.079,43083.8
"Killeen-Temple, TX",MSA,2010-12-31,16309.767,41967.8
"Killeen-Temple, TX",MSA,2011-12-31,16624.598,42549.4
"Killeen-Temple, TX",MSA,2012-12-31,16596.739,40963.2
"Killeen-Temple, TX",MSA,2013-12-31,16146.184,39413.5
"Killeen-Temple, TX",MSA,2014-12-31,16031.925,39582.5
"Killeen-Temple, TX",MSA,2015-12-31,16616.752,40630.8
"Killeen-Temple, TX",MSA,2016-12-31,16244.924,40041.7
"Killeen-Temple, TX",MSA,2017-12-31,16585.409,40744.0
"Killeen-Temple, TX",MSA,2018-12-31,16749.311,40340.9
"Killeen-Temple, TX",MSA,2019-12-31,17034.623,40408.9
"Killeen-Temple, TX",MSA,2020-12-31,17400.315,42982.7
"Killeen-Temple, TX",MSA,2021-12-31,18026.452,44468.3
"Killeen-Temple, TX",MSA,2022-12-31,,41088.3
"Kingsport-Bristol, TN-VA",MSA,2001-12-31,10541.569,32025.4
"Kingsport-Bristol, TN-VA",MSA,2002-12-31,10563.271,32326.5
"Kingsport-Bristol, TN-VA",MSA,2003-12-31,10764.88,32809.1
"Kingsport-Bristol, TN-VA",MSA,2004-12-31,11491.353,33526.6
"Kingsport-Bristol, TN-VA",MSA,2005-12-31,11265.635,33582.8
"Kingsport-Bristol, TN-VA",MSA,2006-12-31,11794.689,34872.3
"Kingsport-Bristol, TN-VA",MSA,2007-12-31,11875.328,35673.3
"Kingsport-Bristol, TN-VA",MSA,2008-12-31,11821.768,36576.9
"Kingsport-Bristol, TN-VA",MSA,2009-12-31,11668.355,35706.0
"Kingsport-Bristol, TN-VA",MSA,2010-12-31,11616.664,35617.8
"Kingsport-Bristol, TN-VA",MSA,2011-12-31,11895.939,36943.9
"Kingsport-Bristol, TN-VA",MSA,2012-12-31,11972.212,37654.1
"Kingsport-Bristol, TN-VA",MSA,2013-12-31,11717.239,36465.2
"Kingsport-Bristol, TN-VA",MSA,2014-12-31,11311.164,36398.6
"Kingsport-Bristol, TN-VA",MSA,2015-12-31,11500.607,37173.1
"Kingsport-Bristol, TN-VA",MSA,2016-12-31,11634.225,37165.3
"Kingsport-Bristol, TN-VA",MSA,2017-12-31,12071.608,37701.0
"Kingsport-Bristol, TN-VA",MSA,2018-12-31,12159.359,38544.0
"Kingsport-Bristol, TN-VA",MSA,2019-12-31,11980.09,39260.7
"Kingsport-Bristol, TN-VA",MSA,2020-12-31,11625.999,41439.0
"Kingsport-Bristol, TN-VA",MSA,2021-12-31,12280.176,42981.8
"Kingsport-Bristol, TN-VA",MSA,2022-12-31,,40883.5
"Kingston, NY",MSA,2001-12-31,5389.623,36450.3
"Kingston, NY",MSA,2002-12-31,5574.195,35970.9
"Kingston, NY",MSA,2003-12-31,5815.056,36301.9
"Kingston, NY",MSA,2004-12-31,6083.063,38494.9
"Kingston, NY",MSA,2005-12-31,6054.091,39007.4
"Kingston, NY",MSA,2006-12-31,6131.433,40058.8
"Kingston, NY",MSA,2007-12-31,6120.199,40979.4
"Kingston, NY",MSA,2008-12-31,6399.559,41804.5
"Kingston, NY",MSA,2009-12-31,6325.12,41868.2
"Kingston, NY",MSA,2010-12-31,6455.261,42457.2
"Kingston, NY",MSA,2011-12-31,6383.579,42779.8
"Kingston, NY",MSA,2012-12-31,6440.022,43219.4
"Kingston, NY",MSA,2013-12-31,6450.238,42842.3
"Kingston, NY",MSA,2014-12-31,6413.809,43563.2
"Kingston, NY",MSA,2015-12-31,6344.618,44994.2
"Kingston, NY",MSA,2016-12-31,6340.508,45870.9
"Kingston, NY",MSA,2017-12-31,6455.77,47263.0
"Kingston, NY",MSA,2018-12-31,6591.496,47945.5
"Kingston, NY",MSA,2019-12-31,6760.4,51243.1
"Kingston, NY",MSA,2020-12-31,6516.081,55703.3
"Kingston, NY",MSA,2021-12-31,6902.235,56168.3
"Kingston, NY",MSA,2022-12-31,,53661.9
"Knoxville, TN",MSA,2001-12-31,28408.306,35506.6
"Knoxville, TN",MSA,2002-12-31,29879.849,36140.2
"Knoxville, TN",MSA,2003-12-31,31111.899,36504.0
"Knoxville, TN",MSA,2004-12-31,32624.789,37317.8
"Knoxville, TN",MSA,2005-12-31,33886.664,37547.8
"Knoxville, TN",MSA,2006-12-31,34656.33,38129.3
"Knoxville, TN",MSA,2007-12-31,34635.339,38466.5
"Knoxville, TN",MSA,2008-12-31,34929.632,38634.0
"Knoxville, TN",MSA,2009-12-31,33258.779,37740.5
"Knoxville, TN",MSA,2010-12-31,33631.859,38546.3
"Knoxville, TN",MSA,2011-12-31,34682.547,39672.3
"Knoxville, TN",MSA,2012-12-31,35322.155,40658.7
"Knoxville, TN",MSA,2013-12-31,35360.893,39910.4
"Knoxville, TN",MSA,2014-12-31,35752.455,40631.4
"Knoxville, TN",MSA,2015-12-31,36414.478,42275.9
"Knoxville, TN",MSA,2016-12-31,37599.743,42874.2
"Knoxville, TN",MSA,2017-12-31,38624.972,43538.6
"Knoxville, TN",MSA,2018-12-31,39433.805,44963.0
"Knoxville, TN",MSA,2019-12-31,40413.374,46763.5
"Knoxville, TN",MSA,2020-12-31,40193.539,49482.6
"Knoxville, TN",MSA,2021-12-31,43595.414,52345.5
"Knoxville, TN",MSA,2022-12-31,,50187.8
"Kokomo, IN",MSA,2001-12-31,3365.603,36744.7
"Kokomo, IN",MSA,2002-12-31,3726.592,37058.2
"Kokomo, IN",MSA,2003-12-31,4322.959,37159.4
"Kokomo, IN",MSA,2004-12-31,4121.163,37436.5
"Kokomo, IN",MSA,2005-12-31,4037.842,36902.4
"Kokomo, IN",MSA,2006-12-31,4152.072,37215.1
"Kokomo, IN",MSA,2007-12-31,4373.637,37997.9
"Kokomo, IN",MSA,2008-12-31,3825.182,36393.5
"Kokomo, IN",MSA,2009-12-31,2585.82,34376.3
"Kokomo, IN",MSA,2010-12-31,4105.992,34469.6
"Kokomo, IN",MSA,2011-12-31,4231.894,35516.2
"Kokomo, IN",MSA,2012-12-31,4443.058,36286.5
"Kokomo, IN",MSA,2013-12-31,4488.85,36395.6
"Kokomo, IN",MSA,2014-12-31,4299.656,37464.0
"Kokomo, IN",MSA,2015-12-31,3996.202,38566.5
"Kokomo, IN",MSA,2016-12-31,3875.923,38755.9
"Kokomo, IN",MSA,2017-12-31,3771.299,39074.6
"Kokomo, IN",MSA,2018-12-31,3848.228,40120.1
"Kokomo, IN",MSA,2019-12-31,3844.421,40253.4
"Kokomo, IN",MSA,2020-12-31,3660.175,41869.3
"Kokomo, IN",MSA,2021-12-31,4044.993,43474.6
"Kokomo, IN",MSA,2022-12-31,,40836.9
"La Crosse-Onalaska, WI-MN",MSA,2001-12-31,5107.513,37405.4
"La Crosse-Onalaska, WI-MN",MSA,2002-12-31,5181.124,37666.3
"La Crosse-Onalaska, WI-MN",MSA,2003-12-31,5375.727,38275.1
"La Crosse-Onalaska, WI-MN",MSA,2004-12-31,5544.792,38759.7
"La Crosse-Onalaska, WI-MN",MSA,2005-12-31,5720.473,38937.3
"La Crosse-Onalaska, WI-MN",MSA,2006-12-31,5762.555,39704.4
"La Crosse-Onalaska, WI-MN",MSA,2007-12-31,5844.543,40492.4
"La Crosse-Onalaska, WI-MN",MSA,2008-12-31,5951.084,41797.5
"La Crosse-Onalaska, WI-MN",MSA,2009-12-31,5977.001,42066.2
"La Crosse-Onalaska, WI-MN",MSA,2010-12-31,6206.784,41943.1
"La Crosse-Onalaska, WI-MN",MSA,2011-12-31,6357.848,43070.6
"La Crosse-Onalaska, WI-MN",MSA,2012-12-31,6465.142,44046.3
"La Crosse-Onalaska, WI-MN",MSA,2013-12-31,6451.157,42907.3
"La Crosse-Onalaska, WI-MN",MSA,2014-12-31,6741.648,44563.6
"La Crosse-Onalaska, WI-MN",MSA,2015-12-31,6873.966,45771.5
"La Crosse-Onalaska, WI-MN",MSA,2016-12-31,6979.903,46090.3
"La Crosse-Onalaska, WI-MN",MSA,2017-12-31,7134.184,46745.0
"La Crosse-Onalaska, WI-MN",MSA,2018-12-31,7277.085,47761.3
"La Crosse-Onalaska, WI-MN",MSA,2019-12-31,7378.999,49003.2
"La Crosse-Onalaska, WI-MN",MSA,2020-12-31,7205.649,51579.4
"La Crosse-Onalaska, WI-MN",MSA,2021-12-31,7568.24,54603.9
"La Crosse-Onalaska, WI-MN",MSA,2022-12-31,,52051.5
"Lafayette, LA",MSA,2001-12-31,19954.665,33748.9
"Lafayette, LA",MSA,2002-12-31,18816.401,33634.5
"Lafayette, LA",MSA,2003-12-31,18658.462,34045.6
"Lafayette, LA",MSA,2004-12-31,19050.125,34188.7
"Lafayette, LA",MSA,2005-12-31,19618.18,36998.0
"Lafayette, LA",MSA,2006-12-31,22405.013,40132.5
"Lafayette, LA",MSA,2007-12-31,21982.874,41365.7
"Lafayette, LA",MSA,2008-12-31,22446.446,44644.6
"Lafayette, LA",MSA,2009-12-31,22158.155,41597.8
"Lafayette, LA",MSA,2010-12-31,22470.981,43016.2
"Lafayette, LA",MSA,2011-12-31,22903.684,43450.9
"Lafayette, LA",MSA,2012-12-31,23737.668,46609.9
"Lafayette, LA",MSA,2013-12-31,23374.764,46153.4
"Lafayette, LA",MSA,2014-12-31,23487.826,46815.2
"Lafayette, LA",MSA,2015-12-31,21856.771,44345.5
"Lafayette, LA",MSA,2016-12-31,19880.687,41500.4
"Lafayette, LA",MSA,2017-12-31,19696.137,42246.4
"Lafayette, LA",MSA,2018-12-31,20404.036,43114.4
"Lafayette, LA",MSA,2019-12-31,20256.873,43486.5
"Lafayette, LA",MSA,2020-12-31,19317.681,46515.4
"Lafayette, LA",MSA,2021-12-31,19591.707,48727.6
"Lafayette, LA",MSA,2022-12-31,,45244.5
"Lafayette-West Lafayette, IN",MSA,2001-12-31,7027.765,33735.3
"Lafayette-West Lafayette, IN",MSA,2002-12-31,7196.132,33461.3
"Lafayette-West Lafayette, IN",MSA,2003-12-31,7512.337,32758.4
"Lafayette-West Lafayette, IN",MSA,2004-12-31,7755.09,33519.3
"Lafayette-West Lafayette, IN",MSA,2005-12-31,7955.296,33387.8
"Lafayette-West Lafayette, IN",MSA,2006-12-31,8327.476,33383.8
"Lafayette-West Lafayette, IN",MSA,2007-12-31,8613.127,33766.6
"Lafayette-West Lafayette, IN",MSA,2008-12-31,8431.378,35006.1
"Lafayette-West Lafayette, IN",MSA,2009-12-31,7713.659,33912.4
"Lafayette-West Lafayette, IN",MSA,2010-12-31,8269.632,34487.1
"Lafayette-West Lafayette, IN",MSA,2011-12-31,8465.118,35717.6
"Lafayette-West Lafayette, IN",MSA,2012-12-31,8465.349,36241.4
"Lafayette-West Lafayette, IN",MSA,2013-12-31,8807.11,36023.6
"Lafayette-West Lafayette, IN",MSA,2014-12-31,9047.608,36455.8
"Lafayette-West Lafayette, IN",MSA,2015-12-31,9098.686,36788.5
"Lafayette-West Lafayette, IN",MSA,2016-12-31,9534.913,37284.9
"Lafayette-West Lafayette, IN",MSA,2017-12-31,9916.435,38202.6
"Lafayette-West Lafayette, IN",MSA,2018-12-31,10484.263,39597.5
"Lafayette-West Lafayette, IN",MSA,2019-12-31,10558.805,39810.8
"Lafayette-West Lafayette, IN",MSA,2020-12-31,10065.078,41409.8
"Lafayette-West Lafayette, IN",MSA,2021-12-31,10527.293,43289.1
"Lafayette-West Lafayette, IN",MSA,2022-12-31,,41500.1
"Lake Charles, LA",MSA,2001-12-31,14682.705,32379.5
"Lake Charles, LA",MSA,2002-12-31,15697.835,32563.8
"Lake Charles, LA",MSA,2003-12-31,18809.817,32030.3
"Lake Charles, LA",MSA,2004-12-31,20520.696,32725.6
"Lake Charles, LA",MSA,2005-12-31,24366.797,34645.4
"Lake Charles, LA",MSA,2006-12-31,20688.994,36947.5
